"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",49119,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",49859,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",49207,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",50170,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",51079,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",51022,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",49849,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",51308,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",52705,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",53224,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",53495,,
"DNK","Denmark","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",54313,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",889,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",871,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",880,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",847,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",847,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",817,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",818,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",786,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",776,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",785,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",751,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",742,,
"DNK","Denmark","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",724,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",1.789,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",1.742,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",1.734,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",1.692,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",1.66,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",1.574,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",1.578,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",1.552,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",1.49,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",1.468,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",1.391,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",1.368,,
"DNK","Denmark","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",1.315,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2000","2000",111,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",107,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",104,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",115,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",122,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",107,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",144,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",241,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",512,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",428,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",162,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",118,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",62,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",75,,
"DNK","Denmark","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",99,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2009","2009",16611,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2010","2010",16873,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2011","2011",20502,,
"FIN","Finland","TNBD","Total number of doctors","TOT","Total","2012","2012",20866,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",13436,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",13345,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",16620,,
"FIN","Finland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",16712,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",3147,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",3528,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",3882,,
"FIN","Finland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",4154,,
"FIN","Finland","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",18.945,,
"FIN","Finland","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",20.909,,
"FIN","Finland","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",18.935,,
"FIN","Finland","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",19.908,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",381,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",354,,
"FIN","Finland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",272,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2009","2009",68380,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2010","2010",69801,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2011","2011",71160,,
"FIN","Finland","TNBN","Total number of nurses","TOT","Total","2012","2012",72471,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",67636,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",68891,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",70071,,
"FIN","Finland","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",71178,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",744,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",910,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",1089,,
"FIN","Finland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",1293,,
"FIN","Finland","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",1.088,,
"FIN","Finland","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",1.304,,
"FIN","Finland","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",1.53,,
"FIN","Finland","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",1.784,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",129,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",169,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",188,,
"FIN","Finland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",207,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2000","2000",199445,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2001","2001",202612,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2002","2002",205437,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2003","2003",207736,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2004","2004",210203,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2005","2005",211713,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2006","2006",212711,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2007","2007",212874,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2008","2008",213821,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2009","2009",212044,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2010","2010",213442,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2011","2011",216761,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2012","2012",218295,,
"FRA","France","TNBD","Total number of doctors","TOT","Total","2013","2013",219833,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2000","2000",191306,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2001","2001",193507,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2002","2002",195224,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2003","2003",196641,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",198336,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",199549,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",200125,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",199100,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",199124,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",196934,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",197234,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",198905,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",199248,,
"FRA","France","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",199558,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",7795,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",8767,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",9849,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",10739,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",11520,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",11824,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",12261,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",13450,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",14364,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",14781,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",15903,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",17856,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",19047,,
"FRA","France","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",20275,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2000","2000",344,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2001","2001",338,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2002","2002",364,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2003","2003",356,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2004","2004",347,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2005","2005",340,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2006","2006",325,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2007","2007",324,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2008","2008",333,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2009","2009",329,,
"FRA","France","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",305,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",3.908,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",4.327,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",4.794,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",5.17,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",5.48,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",5.585,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",5.764,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",6.318,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",6.718,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",6.971,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",7.451,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",8.238,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",8.725,,
"FRA","France","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",9.223,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1578,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1435,,
"FRA","France","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1515,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2000","2000",404564,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2001","2001",418571,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2002","2002",431565,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2003","2003",446100,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2004","2004",461503,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2005","2005",478483,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2006","2006",493503,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2007","2007",487663,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2008","2008",507514,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2009","2009",528389,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2010","2010",547861,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2011","2011",567564,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2012","2012",595594,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2013","2013",616796,,
"FRA","France","TNBN","Total number of nurses","TOT","Total","2014","2014",622052,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2000","2000",397347,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",410611,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",422722,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",436186,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",450699,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",467036,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",481625,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",476105,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",495458,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",515639,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",534353,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",552963,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",579695,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",599943,,
"FRA","France","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",604276,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",7016,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",7762,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",8661,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",9727,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",10622,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",11270,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",11712,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",11435,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",11944,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",12641,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",13408,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",14506,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",15808,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",16764,,
"FRA","France","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",17692,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2000","2000",201,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2001","2001",198,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2002","2002",182,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2003","2003",187,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2004","2004",182,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2005","2005",177,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2006","2006",166,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2007","2007",123,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2008","2008",112,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2009","2009",109,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",100,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",95,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",91,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",89,,
"FRA","France","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",84,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",1.734,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",1.854,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",2.007,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",2.18,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",2.302,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",2.355,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",2.373,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",2.345,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",2.353,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",2.392,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",2.447,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",2.556,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",2.654,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",2.718,,
"FRA","France","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",2.844,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2000","2000",159,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",260,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",370,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",374,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",326,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",256,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",248,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",250,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",297,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",411,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",447,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",574,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",803,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",566,,
"FRA","France","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",542,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2000","2000",267965,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2001","2001",272296,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2002","2002",275167,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2003","2003",277885,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2004","2004",279722,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2005","2005",281309,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2006","2006",284427,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2007","2007",288182,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2008","2008",292129,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2009","2009",297835,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2010","2010",305093,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2011","2011",312695,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2012","2012",318887,,
"DEU","Germany","TNBD","Total number of doctors","TOT","Total","2013","2013",326945,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",9971,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",10806,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",11848,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",12804,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",13430,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",13746,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",14703,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",15456,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",16741,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",18339,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",20029,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",22829,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",26034,,
"DEU","Germany","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",28901,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",3.721,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",3.968,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",4.306,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",4.608,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",4.801,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",4.886,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",5.169,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",5.363,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",5.731,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",6.157,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",6.565,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",7.301,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",8.164,,
"DEU","Germany","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",8.84,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",226,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",223,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",259,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",371,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",796,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",580,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",607,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",883,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",934,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",1071,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1426,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1900,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2225,,
"DEU","Germany","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1964,,
"DEU","Germany","TNBN","Total number of nurses","TOT","Total","2010","2010",1211000,,
"DEU","Germany","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",1141000,,
"DEU","Germany","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",70000,,
"DEU","Germany","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",5.78,,
"DEU","Germany","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1002,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2004","2004",38234,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2005","2005",38009,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2006","2006",37908,,
"HUN","Hungary","TNBD","Total number of doctors","TOT","Total","2007","2007",37640,,
